praktis terlalu	3
terlalu ideal	3
ideal terlalu	3
terlalu positif	3
positif terlalu	3
terlalu puas	4
puas terlalu	4
terlalu senang	4
senang terlalu	4
terlalu ceria	4
ceria terlalu	4
terlalu optimis	4
optimis terlalu	4
terlalu setia	3
setia terlalu	3
terlalu ikhlas	3
ikhlas terlalu	3
terlalu jujur	3
jujur terlalu	3
terlalu adil	3
adil terlalu	3
terlalu berkah	3
berkah terlalu	3
terlalu berharga	3
berharga terlalu	3
terlalu maju	3
maju terlalu	3
terlalu maju pesat	3
maju pesat terlalu	3
terlalu bergizi	3
bergizi terlalu	3
benar-benar baik	4
baik benar-benar	4
benar-benar bagus	4
bagus benar-benar	4
benar-benar hebat	5
hebat benar-benar	5
benar-benar unggul	5
unggul benar-benar	5
benar-benar sempurna	5
sempurna benar-benar	5
benar-benar istimewa	5
istimewa benar-benar	5
benar-benar bermanfaat	3
bermanfaat benar-benar	3
benar-benar berguna	3
berguna benar-benar	3
benar-benar berhasil	3
berhasil benar-benar	3
benar-benar kreatif	3
kreatif benar-benar	3
benar-benar produktif	3
produktif benar-benar	3
benar-benar inovatif	3
inovatif benar-benar	3
benar-benar pintar	3
pintar benar-benar	3
benar-benar cerdas	3
cerdas benar-benar	3
benar-benar bijaksana	3
bijaksana benar-benar	3
benar-benar ramah	3
ramah benar-benar	3
benar-benar nyaman	3
nyaman benar-benar	3
benar-benar sehat	3
sehat benar-benar	3
benar-benar aman	3
aman benar-benar	3
benar-benar tenang	3
tenang benar-benar	3
benar-benar stabil	3
stabil benar-benar	3
benar-benar kuat	3
kuat benar-benar	3
benar-benar cepat	3
cepat benar-benar	3
benar-benar akurat	3
akurat benar-benar	3
benar-benar jelas	3
jelas benar-benar	3
benar-benar lengkap	3
lengkap benar-benar	3
benar-benar efektif	3
efektif benar-benar	3
benar-benar efisien	3
efisien benar-benar	3
benar-benar ringkas	3
ringkas benar-benar	3
benar-benar rapi	3
rapi benar-benar	3
benar-benar bersih	3
bersih benar-benar	3
benar-benar indah	3
indah benar-benar	3
benar-benar menarik	3
menarik benar-benar	3
benar-benar berkualitas	3
berkualitas benar-benar	3
benar-benar bermutu	3
bermutu benar-benar	3
benar-benar terpercaya	3
terpercaya benar-benar	3
benar-benar terampil	3
terampil benar-benar	3
benar-benar teratur	3
teratur benar-benar	3
benar-benar berdaya	3
berdaya benar-benar	3
benar-benar paham	3
paham benar-benar	3
benar-benar mudah	3
mudah benar-benar	3
benar-benar simpel	3
simpel benar-benar	3
benar-benar praktis	3
praktis benar-benar	3
benar-benar ideal	3
ideal benar-benar	3
benar-benar positif	3
positif benar-benar	3
benar-benar puas	4
puas benar-benar	4
benar-benar senang	4
senang benar-benar	4
benar-benar ceria	4
ceria benar-benar	4
benar-benar optimis	4
optimis benar-benar	4
benar-benar setia	3
setia benar-benar	3
benar-benar ikhlas	3
ikhlas benar-benar	3
benar-benar jujur	3
jujur benar-benar	3
benar-benar adil	3
adil benar-benar	3
benar-benar berkah	3
berkah benar-benar	3
benar-benar berharga	3
berharga benar-benar	3
benar-benar maju	3
maju benar-benar	3
benar-benar maju pesat	3
maju pesat benar-benar	3
benar-benar bergizi	3
bergizi benar-benar	3
lebih baik	4
lebih bagus	4
lebih hebat	5
lebih unggul	5
lebih sempurna	5
lebih istimewa	5
lebih bermanfaat	3
lebih berguna	3
lebih berhasil	3
lebih kreatif	3
lebih produktif	3
lebih inovatif	3
lebih pintar	3
lebih cerdas	3
lebih bijaksana	3
lebih ramah	3
lebih nyaman	3
lebih sehat	3
lebih aman	3
lebih tenang	3
lebih stabil	3
lebih kuat	3
lebih cepat	3
lebih akurat	3
lebih jelas	3
lebih lengkap	3
lebih efektif	3
lebih efisien	3
lebih ringkas	3
lebih rapi	3
lebih bersih	3
lebih indah	3
lebih menarik	3
lebih berkualitas	3
lebih bermutu	3
lebih terpercaya	3
lebih terampil	3
lebih teratur	3
lebih berdaya	3
lebih paham	3
lebih mudah	3
lebih simpel	3
lebih praktis	3
lebih ideal	3
lebih positif	3
lebih puas	4
lebih senang	4
lebih ceria	4
lebih optimis	4
lebih setia	3
lebih ikhlas	3
lebih jujur	3
lebih adil	3
lebih berkah	3
lebih berharga	3
lebih maju	3
lebih maju pesat	3
lebih bergizi	3
cukup baik	4
cukup bagus	4
cukup hebat	5
cukup unggul	5
cukup sempurna	5
cukup istimewa	5
cukup bermanfaat	2
cukup berguna	2
cukup berhasil	2
cukup kreatif	2
cukup produktif	2
cukup inovatif	2
cukup pintar	2
cukup cerdas	2
cukup bijaksana	2
cukup ramah	2
cukup nyaman	2
cukup sehat	2
cukup aman	2
cukup tenang	2
cukup stabil	2
cukup kuat	2
cukup cepat	2
cukup akurat	2
cukup jelas	2
cukup lengkap	2
cukup efektif	2
cukup efisien	2
cukup ringkas	2
cukup rapi	2
cukup bersih	2
cukup indah	2
cukup menarik	2
cukup berkualitas	2
cukup bermutu	2
cukup terpercaya	2
cukup terampil	2
cukup teratur	2
cukup berdaya	2
cukup paham	2
cukup mudah	2
cukup simpel	2
cukup praktis	2
cukup ideal	2
cukup positif	2
cukup puas	4
cukup senang	4
cukup ceria	4
cukup optimis	4
cukup setia	2
cukup ikhlas	2
cukup jujur	2
cukup adil	2
cukup berkah	2
cukup berharga	2
cukup maju	2
cukup maju pesat	2
cukup bergizi	2
lumayan baik	4
lumayan bagus	4
lumayan hebat	5
lumayan unggul	5
lumayan sempurna	5
lumayan istimewa	5
lumayan bermanfaat	2
lumayan berguna	2
lumayan berhasil	2
lumayan kreatif	2
lumayan produktif	2
lumayan inovatif	2
lumayan pintar	2
lumayan cerdas	2
lumayan bijaksana	2
lumayan ramah	2
lumayan nyaman	2
lumayan sehat	2
lumayan aman	2
lumayan tenang	2
lumayan stabil	2
lumayan kuat	2
lumayan cepat	2
lumayan akurat	2
lumayan jelas	2
lumayan lengkap	2
lumayan efektif	2
lumayan efisien	2
lumayan ringkas	2
lumayan rapi	2
lumayan bersih	2
lumayan indah	2
lumayan menarik	2
lumayan berkualitas	2
lumayan bermutu	2
lumayan terpercaya	2
lumayan terampil	2
lumayan teratur	2
lumayan berdaya	2
lumayan paham	2
lumayan mudah	2
lumayan simpel	2
lumayan praktis	2
lumayan ideal	2
lumayan positif	2
lumayan puas	4
lumayan senang	4
lumayan ceria	4
lumayan optimis	4
lumayan setia	2
lumayan ikhlas	2
lumayan jujur	2
lumayan adil	2
lumayan berkah	2
lumayan berharga	2
lumayan maju	2
lumayan maju pesat	2
lumayan bergizi	2
agak baik	4
agak bagus	4
agak hebat	5
agak unggul	5
agak sempurna	5
agak istimewa	5
agak bermanfaat	2
agak berguna	2
agak berhasil	2
agak kreatif	2
agak produktif	2
agak inovatif	2
agak pintar	2
agak cerdas	2
agak bijaksana	2
agak ramah	2
agak nyaman	2
agak sehat	2
agak aman	2
agak tenang	2
agak stabil	2
agak kuat	2
agak cepat	2
agak akurat	2
agak jelas	2
agak lengkap	2
agak efektif	2
agak efisien	2
agak ringkas	2
agak rapi	2
agak bersih	2
agak indah	2
agak menarik	2
agak berkualitas	2
agak bermutu	2
agak terpercaya	2
agak terampil	2
agak teratur	2
agak berdaya	2
agak paham	2
agak mudah	2
agak simpel	2
agak praktis	2
agak ideal	2
agak positif	2
agak puas	4
agak senang	4
agak ceria	4
agak optimis	4
agak setia	2
agak ikhlas	2
agak jujur	2
agak adil	2
agak berkah	2
agak berharga	2
agak maju	2
agak maju pesat	2
agak bergizi	2
sedikit baik	4
sedikit bagus	4
sedikit hebat	5
sedikit unggul	5
sedikit sempurna	5
sedikit istimewa	5
sedikit bermanfaat	2
sedikit berguna	2
sedikit berhasil	2
sedikit kreatif	2
sedikit produktif	2
sedikit inovatif	2
sedikit pintar	2
sedikit cerdas	2
hai	3
merekam	2
ekstensif	3
paripurna	1
detail	2
pernik	3
belas	2
welas	4
kabung	1
rahayu	4
maaf	2
hello	2
promo	3
terimakasih	5
cover	3
mohon	2
mengawal	2
statistik	1
keluangan	3
jalan terbuka	3
banyaknya	3
lebar	3
bentang	1
hendaknya	1
silahkan	3
semboyan	2
ditunggu	2
akses	2
penerangan	2
hi	1
dibantu	2
makasih	4
halo	1
thanks	3
pengembangan	3
diva	2
punya	3
tidak segan	2
detailnya	1
tak segan	2
aktivasi	2
asih	3
kasih sayang	5
kekaguman	4
kehangatan	4
afeksi	2
renjana	2
amor	2
cinta kasih	5
tresna	2
filantropi	2
cintrong	2
suasana (hati)	1
dinamika	3
tuhan	3
merespon	3
makmur	4
suka cita	4
pengguna	1
tunggu	1
lotre	2
nggak	1
kupon	3
terpelihara	4
terawat	5
tersadar	3
tari	1
gejolak	1
kejutan	3
pesta	4
getar	1
allah	5
berlabuh	3
terdaftar	1
negosiasi	2
revolusioner	3
follback	1
pelaminan	4
yasalamualaika	3
uang lelah	2
parsel	2
amplop	3
kenang-kenangan	3
pengasih	4
uang rokok	2
persenan	2
baksis	2
tanda mata	2
angpau	4
hibah	4
upa	2
bingkisan	4
suvenir	4
kesudian	2
berakar	2
para-para	2
termakan	1
kemasyhuran	4
reputasi	2
gelar	2
serep	2
invite	1
nyanyian	2
dendang	2
gita	2
gending	1
lagu	2
rintisan	2
bergelora	2
antusias	2
ringan tangan	4
membara	2
menyala	2
berlangganan	2
berdenyut	2
bersungguh-sungguh	4
rintis	2
jalan bebas hambatan	2
tarekat	2
bajing	1
bopong	1
berlezat	2
getaran	1
berperan serta	2
debar	2
raba	1
degub	1
ikut serta	3
berpartisipasi	3
menguntiti	1
penghayatan	3
mitra	2
diterima	2
sohib	3
beriktikad	2
berkeyakinan	3
beriman	3
percaya	2
menghajatkan	1
senyum	2
haloo	3
menarik hati	3
cedayam	2
hasan	3
tumandang	1
pengen	3
bener	3
hellooo	2
marilah	1
terbaik	5
ulung	4
good	5
silakan	1
main	2
alhamdulillah	5
unek-unek	2
sesalan	1
menyaksikan	1
pemenangnya	4
hiii	1
menyuarakan	3
menginterprestasikan	1
menaksir	3
menuturkan	3
memperkirakan	2
mengimla	1
mengantisipasi	3
menafsirkan	2
mengartikan	1
mengasosiasikan	3
borong	2
payu	2
membeli	2
membuat	1
tertawa kecil	4
minta	2
mengorak senyum	2
mesem	2
tersenyum	4
ok	4
ayo	4
mari	4
yuk	4
lincah	4
buru-buru	1
kencang	3
buntut	1
kilat	3
kunjung	3
mendahului	2
segera	3
lekas	2
akas	2
terampil	4
jeraus	2
pagi	1
pesat	3
sebat	1
kawal	1
berkawal	4
gugah	2
pustaka	4
sir-siran	2
pelihara	3
patroli	2
kitab	2
ronda	2
sambang	2
berguru	3
menuntut ilmu	4
melatih diri	4
menimba ilmu	4
mengaji	4
meneladan	4
mencari ilmu	4
luck	4
bersekolah	3
menggali ilmu	4
desak	1
menelaah	2
memahirkan	4
harmonisasiuniv	2
takut	1
sreg	2
penyatuan	3
wangi	4
pulas	4
merdu	5
harum	5
legit	4
inkorporasi	3
serundai	2
helloo	1
page	2
menyerempakkan	3
menyinkronkan	1
tolong	3
kediaman	2
panti	2
rumah	3
simplistis	3
menjejali	1
perfek	4
tayib	2
memejahijaukan	1
tayibah	2
jamil	2
mungil	3
rancak	5
mengisi	2
necis	4
menyidangkan	1
bagusan	2
estetis	4
firasat	1
cawis	2
berdandan	4
andini	2
indikasi	2
tersedia	4
tersaji	4
sholat	5
pastikan	3
tersuguh	2
perpanjangan	2
fiesta	3
terdamping	1
jomblo	1
medali	4
terdekat	1
artistik	4
wah	3
imut-imut	4
langkah baik	4
langkah kanan	3
guys	1
profit	4
waris	3
dominan	3
kooperasi	1
keras tulang	2
gedembal	2
tangguh	5
wedel	2
tapa	2
kedot	2
keikutsertaan	3
kesertaan	2
dibalas	2
kerja sama	4
tatap	1
berpengaruh	3
besar lengan	3
partisipasi	3
bedegap	3
peran serta	3
masif	2
gratis	4
membantu	4
busana	2
hasad	2
keki	1
free	3
wkwkwk	3
sangsi	1
berprasangka	1
bermaslahat	2
mujur	4
warisan	3
bersetuju	3
kenan	2
(hujan) gerimis	1
support	4
sahabat	4
gerimis	1
hujan	1
handai	3
kece	5
thank	4
hujan ringan	2
sobat	4
panjang tungkai	2
trims	4
doa	4
pacaran	3
berpacaran	3
teranyar	4
hallo	4
happy	5
ketemu	1
senjang	1
mudah-mudahan	1
modern	3
peranakan	2
pemudaan	2
masygul	3
gelebah	2
mending	2
regenerasi	4
simpel	3
sirap hati	1
puspa	4
mengenyam	1
merah telinga	1
bonafide	3
terbakar	1
bergairah	3
puspita	3
pelengkap	2
perempuan cantik	5
sewot	1
gusar	1
hiasan	3
kesuma	3
primadona	5
tulus ikhlas	5
senyuman	4
lugas	4
gemas	4
kusuma	4
yaudah	1
menyayang	4
menggemari	3
pasangan hidup	4
asah asih asuh	2
belom	1
hay	1
kepedulian	4
sepuh	1
kejelasan	1
seruh	2
terlukis	3
prosa	2
ketertarikan	4
cerita anak	2
bau tanah	1
atensi	2
tergambar	2
anekdot	2
mengamuk	1
shalat	4
lanjut	2
seneng	5
omong kosong	1
bombastis	2
fiksi	2
dzuhur	1
tips	4
kelonggaran	3
tq	4
respon	2
sirna	1
kelawasan	1
singgung	1
only	1
layanan	3
keluasan	3
langganan	4
resap	3
menyingsing	3
lelap	4
tembus	3
keringanan	2
beterbangan	2
lipur	2
sajak	2
mempertentangkan	1
peria	2
respons	3
jawaban	3
reaksi	2
kangen	3
tlg	3
sahutan	1
cepet	2
doang	1
lantik	3
akibat	1
sambutan	3
bersalin	3
wahyu	4
maha	4
terlindung	4
menetap	3
bersikukuh	1
rusuhan	1
meyakinkan	3
berkukuh	2
silang selisih	1
bersiteguh	1
syg	3
hii	3
pencegah	2
dependen	3
berteguh hati	4
berkuat	3
amin	3
tersampai	2
bersyukur	5
bergeming	1
jernih (suasana)	1
nunggu	1
abis	1
bertekun	4
selamat	5
asmara	2
bertahan	4
suka-suka	3
gapaian	3
penguasaan	3
iritasi	1
mukhlis	3
senyap	1
terpukul	1
elite	5
asketisme	2
cita rasa	3
mampir	2
pasif	1
interferensi	2
membatu	2
lurus hati	3
geming	2
stagnan	1
membisu	1
cengkeraman	1
bungkam	1
raihan	2
asik	4
ready	1
sepantar	1
usikan	1
pantau	2
tunduk	1
karena Allah	2
fans	2
provokasi	1
terbaring	2
zuhud	2
sporadis	2
tertulang	2
capaian	4
rengkuhan	1
sukarela	4
sarannya	1
pesan	2
mencintaimu	4
menutup mulut	1
tidur	3
beribadat	4
meminta (kpd Tuhan)	3
yoga	1
sayid	3
dapet	2
mendoa	4
berharap	4
harap	3
berdoa	4
bersembahyang	5
berselawat	3
yes	3
berpasrah	3
buruan	1
semi	2
memanjatkan doa	4
top	5
mood	2
berzikir	4
kenal	3
kebahagiaan	4
dengerin	3
bertanding	2
berusaha	3
jempolan	4
yahud	4
berjihad	3
juang	3
bersangkut	1
mencolok	2
pasar uang	2
memikat	2
taut	2
bayar	1
menarik	4
hebring	3
seru	5
pukul	1
simak	3
memuaskan	5
aduhai	4
bergelanggang	2
hatiku	2
love	5
yuuk	4
pelipuran	2
profitabel	4
tebal telinga	1
senyumin	3
cuek	1
berlaba	4
peduli	4
insyaallah	2
berkhasiat	4
diem	2
menguntungkan	4
mulu	2
motivasi	3
berkat	1
apatis	1
berhikmah	2
berfaedah	4
purnama	2
mengagumkan	4
siph	2
inklusif	1
beneran	3
wewenang	2
mojang	2
lunch	3
aziz	2
fav	5
okay	4
melancarkan	3
nemenin	2
cicip	3
bunda	3
laun	1
waras	2
pinter	5
melorot	1
bilas	1
terjeblos	1
terjun	1
menggelincir	1
lunas (kapal	2
rebah	2
reparasi	3
gontai	1
sederhana	3
tumpuan	2
himpit	1
turunan	1
mudah	4
tumbang	1
live	3
memandu	3
gamblang	3
terjungkal	1
ngasih	3
penyempurnaan	3
asasi	3
gurufavorit	3
friends	3
tercemplung	1
rektifikasi	1
meringankan	2
mamak	2
lambat	1
memudahkan	3
terbanting	1
pencitraan	2
berikhtiar	3
belanja	2
andai	2
lingsir	2
murah	3
assalamualaikum	3
ibunda	3
luruh	2
fondasi	2
arabika	2
membayangkan	2
rekonsiliasi	4
copot	1
simbok	2
saldo	2
berjatuhan	1
tergelincir	1
memuluskan	3
rontok	1
islam	4
mama	4
filial	2
ujian	1
puterin	1
mengantongi	1
gugur	1
berbuah	2
bersila	2
inovasi	4
berumah tangga	2
berbakat	4
ngerti	1
menumpang tinggal	1
menggelesot	1
kuliah	1
berbunga	3
filsafat	3
berketurunan	2
tinggal	1
wafat	1
bertunangan	3
kepo	2
menongkrong	1
dimulai	1
tabungan	3
kuat (dugaan)	2
deposito	3
hy	1
mewarisi	3
komedi	3
fokus	3
bebodoran	2
lahir	3
deket	1
dewasa	2
menikah	4
tekad	4
bermukim	2
berpembawaan	1
pertukaran	1
dagelan	3
kasad	1
kelucuan	3
keduniaan	1
tawakal	3
cash	2
mengesahkan	2
pamrih	1
join	1
pancaroba	1
kunjungi	3
berdaya guna	4
modifikasi	2
mengirat	2
searah	1
khusyuk	3
adi	2
sob	2
beroperasi	1
didik	3
vote	1
iflix	1
gratifikasi	2
pamit	2
ekstra	3
bermohon	3
berdua	1
angguk	1
bepergian	1
joli	1
jodoh	3
terkoneksi	3
herbal	2
sesuai	3
sekata	3
laporkan	2
penghidupan	2
utopia	2
berkenan	2
rahim	2
lewat	2
geleser	1
special	4
obsesi	1
sepakat	4
bermohon diri	2
insentif	3
nafkah	3
setuju	4
curhat	2
berproses	1
varian	1
oke	2
kesabaran	5
mufakat	4
rawat	3
mikir	2
karunia	4
beredar	2
rangkap	2
tengah	2
komisi	3
check	1
nasi	2
serasi	4
maklumat	2
darurat	1
disarankan	1
inisiator	3
substansial	1
luntur	1
trima	1
berbagi	2
kabar	2
tiara	3
lancar	4
lanjutkan	1
baik-baik	3
pelancar	2
say	1
ajak	1
meminta	1
publikasi	2
benar-benar	2
rasio	1
baper	1
intensif	2
menyembul	1
hadir	2
muncul	1
menukar	1
ayunan	3
berhati-hati	3
kembang-kempis	3
hastag	1
diskaun	3
jumat	2
babe	3
merapal	1
bergetar	1
mengerubungi	1
bernyanyi	2
terperengah	1
irit	2
bergema	1
setir	1
penggunaan	1
selidik	2
penimbunan	1
muslim	3
merinai	1
memindahkan	1
swagriya	2
memperhitungkan	1
lelang	1
cuat	2
kenangan	3
kehebohan	1
maksimal	3
dipantau	2
smartphone	1
penabung	3
sharing	3
tampak	1
ngerasain	1
jagalah	3
penumpukan	1
lovers	4
gelegak	1
nyanyi	3
bahas	2
pengembangannya	3
tertinggi	3
lenggang	2
monggo	3
mengeroyok	1
ayun	1
aba	2
abi	2
queen	2
ekonomis	3
mengangsur	1
sebenernya	1
refresh	2
orang islam	2
nice	4
ayahanda	1
membahas	1
menorehkan	1
penambahan	2
kaitan	1
menyembur	1
gesek	1
geser	1
tetap hati	3
tercinta	4
signifikansi	2
sidang	1
penggentaran	1
definit	2
jali	2
kekerabatan	3
afiliasi	2
konkret	3
chat	3
alim	2
fanbase	3
reseptor	2
maujud	2
merah jambu	3
komunitas	2
eviden	3
genah	2
sensibel	2
coffee	2
bernyali besar	3
sangat	3
goda	2
sparing	3
jaringan	3
real	2
sentuh	1
belajar	3
informasinya	2
mengaibkan	1
membiasakan	2
konfirmasinya	3
kesimpulan	3
berwujud	2
pantas mulut	2
rizki	4
latih	3
sweet	3
bernyali	4
kentara	1
banget	1
percaya diri	4
adzan	3
transparansi	2
salamat	4
dear	2
persangkutan	2
candang	2
anut	2
jalanin	2
pandai bicara	3
pancur	1
interaksi	3
alim arif	4
cakep	5
single	3
penerima	2
langgam	2
merah muda	3
nyali besar	3
nekat	2
kesatria	2
sungguh-sungguh	2
konfirmasikan	3
bentur	1
determinasi	3
medium	2
tampilan	1
baku	1
kubra	2
satria	4
jentelmen	3
relevansi	2
penyambut	2
faktual	3
krim	1
melakoni	1
jamiah	1
esok	1
dikasih	2
penunggu dunia	2
ijab	2
menayangkan	2
snapback	2
pinky	3
sejenak	1
favorite	4
sigap	4
membimbingmu	3
couple	2
syarikat	3
penyesuaian	3
menghadiahkan	3
ikat janji	3
dapatkan	2
secepatnya	3
drum	2
tengkurap	2
terluang	2
nada	2
yukk	4
berlebih	1
tempo	1
hostel	1
menganugerahi	3
rembuk	3
pesanggrahan	2
pemikiran	1
bahasan	1
pose	3
bertaraf	3
penangguhan	3
mobil	1
care	2
baju	2
biarkan	1
bertekan	1
adaptasi	2
melayani	3
help	2
konferensi	2
gerak gerik	1
menyikap	1
pingin	2
lompong	1
azimat	1
penyelarasan	3
hamba Allah	3
bersemangat	4
habituasi	1
layan	2
ciyeee	1
senyumnya	3
maen	3
meladeni	3
perbincangan	2
merenangi	1
kesepakatan	3
itihad	3
menyelami	3
forum	2
penginapan	2
super	3
menggores	1
kencan	3
pengakuan	2
imbang	2
duluan	2
ngobrol	1
bismillah	4
tekan	1
pembahasan	1
berkualitas	4
ketiadaan	1
tandang	1
kestabilan	4
mengontak	1
memarkir	1
arung	1
cintai	4
tayang	3
balas	1
enjoy	3
kuy	1
motel	1
tengok	2
dangkal	1
deres	1
menelungkup	1
mirip	1
permufakatan	3
booking	2
plus	2
baiknya	1
meniti	2
reply	2
musyawarah	2
bernas	2
tambah	3
losmen	2
kenek	1
kerjaan	2
tukar pikiran	3
teh	1
pembeli	2
lihat	3
hotel	1
bertingkat	1
berbobot	2
perilaku	2
menghubungi	1
menanggapi	3
pengirim	1
pengangkut	1
rajah	1
gerak laku	1
setara	2
semerbak	2
arsitektur	2
selayaknya	3
rute	2
size	1
diskon	2
erang	1
saksama	2
konstelasi	2
koneksi	2
tergelak	4
sketsa	2
gelagat	1
tingkah laku	1
maklum	3
kebijakan	3
sepatutnya	2
beranda	1
permenungan	2
rapal	1
kemiripan	2
tertawa	5
sadar	2
berkarya	3
sewajarnya	2
menegarkan	2
great	3
menyanjung-sanjung	2
membunyikan	2
dateng	2
merapat	1
merata	1
antologi	1
pengalaman	2
rame	2
saran	2
adil	4
fulanah	1
coretan	2
ketawa	4
bertemu	2
persamaan	2
guruh	2
lumayan	1
mengembang	1
selfie	2
album	3
kiprah	3
dihati	3
verbal	1
suratan takdir	2
stabil	3
memuji-muji	4
lagak	2
terindah	5
aksi	2
sikap	2
terlewat	1
menegur	2
ngopi	3
solo	2
teguk	2
kalap	1
jatah	3
engah	1
untung	3
eaa	1
jujur	4
keras hati	1
koleksi	1
pertahanin	1
undang	2
berdendang	4
hoki	3
peruntungan	4
mantap	5
sugesti	2
tuah	1
patuh	4
keaktifan	2
melambungkan	2
pelajaran	2
usul	2
tenggang	1
sebanding	3
getol	2
gila-gilaan	2
melafalkan	2
terjaga	2
berserah	2
rohaniah	2
sepantasnya	2
ratu	2
mencium telapak kaki	1
daya upaya	3
setimpal	2
pasrah	3
buka	3
mahal	1
bertukar akal	1
kepuasan	3
mafhum	3
siuman	3
meluas	2
perkembangan	2
tekun	4
melek	2
lupain	1
musik	2
siapa	1
nikmati	3
dongeng	3
adek	1
streng	1
akidah	3
sponsor	2
keliatan	2
penunjang	3
kerasan	2
ketaatan	3
pendukung	4
telaten	4
malu	2
suporter	3
gempita	4
hingar	2
ikat	1
kontak	2
kenyamanan	4
kelahiran	3
diproses	1
penanganan	1
maslahat	3
ketetapan hati	3
solusi	3
pacarnya	2
homogen	2
gepok	2
sekolah	3
relasi	3
peristiwa	2
sastra	2
wajar	3
gegap	2
import	2
lukisan	2
cercah	2
lupakan	1
dikonfirmasi	3
perkasa	4
laba	4
esai	2
sumbu	2
iman	3
insiden	1
slow	1
dogmatis	2
penyokong	3
merilis	3
ekspres	3
hikmat	3
dahsyat	2
bersamamu	3
cute	5
keuntungan	4
baiklah	2
keteguhan hati	3
resolusi	3
memudar	2
kekuatan batin	3
menjadi-jadi	1
kumbang	1
alot	1
persahabatan	4
simple	3
selengkapnya	1
hiruk	1
okeey	2
deras	2
ceritanya	2
komunikasi	2
dicoba	2
dikirim	2
kekeliruan	1
mancing	2
demen	3
penyelesaian	2
tewas	1
proud	5
tergila-gila	3
voucher	3
ngaku	2
penanggulangan	2
anjir	1
keteguhan batin	3
perebutan	1
berkah	4
arak	2
kaya	2
ngalah	2
tulus hati	4
mimpian	2
team	1
silir-semilir	2
moga-moga	1
yaaaa	1
kado	2
terimaksih	4
berlimpah	1
mendarat	1
doain	2
baby	2
challenge	2
mulus	4
berdansa	3
prajurit	2
cintaku	4
welcome	4
mengenal	1
berjilbab	3
kerinduan	2
kalem	4
memantai	1
nungguin	1
game	2
leleh	1
ampun	1
amalan	4
tuntas	2
temennya	1
kukuh	2
rida	2
kepercayaan	3
masjid	3
mengucup	2
bantuin	3
ibadah	4
umum	1
pelangi	4
rejeki	4
tunai	3
membahagiakan	4
quran	3
produktif	2
alhamdulilah	3
rampung	3
tertata	3
solusinya	3
ikhlas	4
terbiasa	3
shiawase	2
kliyengan	1
pengaman	2
yank	2
aamiin	2
subur	2
gelak	2
betul	2
religi	1
memasuki	2
keprihatinan	2
nestapa	1
khawatir	1
masak	2
birthday	4
khayal	2
berparade	1
pantes	1
rapi	3
surau	2
dimiliki	1
siap	1
koordinasikan	1
kebanyakan	2
goreng	1
normal	1
tertarik	2
mengimbangi	1
bersahabat	2
sejati	3
undangan	1
smpai	1
mencinta	5
kuat	2
hati-hati	2
menghadiahi	4
pseudonim	2
mengingat-ingat	2
juta	2
ustazah	3
dicuekin	1
judul	2
kekayaan	2
modal	2
pelita	4
novel	2
cegak	1
sahabatnya	3
resmi	2
mudahan	1
sukacita	2
formal	2
liburan	3
pendek	1
ingat	2
prospek	3
gurih	1
matahari	2
visi	2
familiar	2
pantas	1
ganteng	4
jaga-jaga	1
menyesal	1
substansi	1
ganjaran balasan	1
jagoan	3
berirama	4
lihai	2
artis	2
portofolio	2
alaikum	2
teratur	4
aduh	1
bersesal	1
bonus	4
kekeluargaan	4
melengkapi	3
invitasi	2
upah	1
globe	1
menginsafi	3
banyak akal	3
mumpung	2
suara	2
besar hati	3
better	2
jeli	4
hemat	4
terlanjur	1
entitas	1
tajam mata	2
mendalam	3
insaf	2
pertiwi	3
imbalan	1
premium	2
simpatik	2
fantasy	2
mentab	2
memberi	2
ngajak	1
sayangnya	1
salambersama	1
muji	2
mengerti	2
lezat	5
tentangan	2
kepoin	2
sedap	5
tahan lama	1
lulus	5
mengganyang	1
ijtihad	3
ahli agama	1
pangeran	1
sahaja	2
meredam	1
merasai	1
solat	1
pendapatan	2
waspada	3
menyuap	1
ajakan	1
menyadari	2
ramah	5
satir	1
silaturahim	4
dibayar	3
terencana	2
pundi-pundi	2
promote	3
menyusutkan	1
kebaikan	4
menyempurnakan	3
majubersama	3
oportunitas	3
dialog	1
standardisasi	2
jualan	1
menyenangkan	4
melarutkan	1
perduli	4
cocok	4
trimakasih	4
pahala	2
menabung	4
pemberian	2
ustadz	3
pemandangan	2
semakin	2
ringan kepala	2
karib	4
mksh	2
perlawanan	1
penting	3
berpandangan	1
garis besar	2
beranak-pinak	2
fair	3
berarti	1
asli	2
kerja keras	3
natural	1
bersimpati	4
tulus	4
otak encer	2
menyuplai	2
refleksi	3
menemukan	2
perjuangin	3
berpendidikan	3
syukuri	3
talen	2
pertahankan	1
kecakapan	2
dede	1
bermutu	3
kebangkitan	2
lancarkan	3
berhajat	2
nabi	2
kualifikasi	2
luar biasa	4
intim	2
peka	2
awet	4
sahabatku	3
berbudi pekerti yang baik	3
ramaikan	3
reka	1
bantu	3
sensitif	1
bermanfaat	5
gede	2
bijaksana	1
berharga	3
congrats	3
aliansi	1
cadangan	2
kapabilitas	3
bangsawan	2
kekal	3
nikah	2
akrab	3
kagum	3
becus	1
soleha	3
tercengang	1
mengingatkan	3
gws	2
diajak	1
memfasilitasi	2
mempersiapkan	1
girang	3
imam	1
terpesona	4
disayang	3
mampu	2
